Unnamed: 0,Province or State,City,Latitude,Longitude,Postal code,Education,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,Income_Class,CustomerTenure,Active_Client
12621,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,Bachelor,88410.0,Single,Star,2016-04-09,2021-12-31,3964.81,Standard,Non-Zero Income,2092,Active
12622,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Bachelor,49544.0,Single,Star,2020-06-21,2021-02-21,3969.43,Standard,Non-Zero Income,245,Inactive
12623,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Bachelor,67895.0,Married,Star,2017-05-09,2021-12-31,3975.32,Standard,Non-Zero Income,1697,Active
12624,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Bachelor,67895.0,Married,Star,2016-08-17,2021-12-31,3975.32,Standard,Non-Zero Income,1962,Active
12625,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,Bachelor,42633.0,Married,Star,2019-11-06,2021-12-31,3979.28,2021 Promotion,Non-Zero Income,786,Active
12626,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,College,0.0,Single,Star,2017-04-27,2021-12-31,3979.39,Standard,Zero Income,1709,Active
12627,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,College,0.0,Single,Star,2020-07-22,2021-12-31,3979.59,Standard,Zero Income,527,Active
12628,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,Bachelor,96413.0,Married,Star,2021-12-14,2021-12-31,3979.72,Standard,Non-Zero Income,17,Active
12629,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,Bachelor,98333.0,Married,Star,2020-05-05,2021-12-31,3980.42,Standard,Non-Zero Income,605,Active
12630,Prince Edward Island,Charlottetown,46.238239,-63.131069,C1A 6E8,Bachelor,52801.0,Married,Star,2017-11-30,2021-12-31,3981.78,Standard,Non-Zero Income,1492,Active
12631,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Bachelor,38500.0,Married,Star,2020-07-07,2021-12-31,3982.18,Standard,Non-Zero Income,542,Active
12632,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,College,0.0,Divorced,Star,2021-02-11,2021-12-31,3982.27,2021 Promotion,Zero Income,323,Active
12633,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,Bachelor,77739.0,Married,Star,2015-05-06,2021-12-31,3985.4,Standard,Non-Zero Income,2431,Active
12634,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Bachelor,75007.0,Divorced,Star,2019-10-10,2021-12-31,3985.55,Standard,Non-Zero Income,813,Active
12635,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Bachelor,54964.0,Married,Star,2020-08-14,2021-12-31,3991.73,Standard,Non-Zero Income,504,Active
12636,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,College,0.0,Married,Star,2019-11-09,2021-12-31,3992.58,Standard,Zero Income,783,Active
12637,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,Master,19782.0,Divorced,Star,2016-10-25,2021-12-31,4001.52,Standard,Non-Zero Income,1893,Active
12638,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,College,0.0,Single,Star,2016-12-23,2021-12-31,4002.86,Standard,Zero Income,1834,Active
12639,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,College,0.0,Single,Star,2016-11-06,2021-12-31,4002.86,Standard,Zero Income,1881,Active
12640,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Bachelor,47221.0,Married,Star,2020-03-12,2021-12-31,4012.32,Standard,Non-Zero Income,659,Active
12641,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,Doctor,15413.0,Married,Star,2018-07-01,2019-03-01,4013.85,Standard,Non-Zero Income,243,Inactive
12642,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Bachelor,93284.0,Married,Star,2017-11-14,2021-12-31,4013.96,Standard,Non-Zero Income,1508,Active
12643,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,37384.0,Married,Star,2021-08-08,2021-12-31,4014.45,Standard,Non-Zero Income,145,Active
12644,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,Bachelor,37384.0,Married,Star,2021-01-09,2021-12-31,4014.45,Standard,Non-Zero Income,356,Active
12645,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,Bachelor,37384.0,Married,Star,2019-11-10,2021-12-31,4014.45,Standard,Non-Zero Income,782,Active
12646,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Bachelor,37384.0,Married,Star,2021-06-20,2019-02-20,4014.45,Standard,Non-Zero Income,-851,Inactive
12647,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,College,0.0,Single,Star,2016-11-14,2021-12-31,4016.54,Standard,Zero Income,1873,Active
12648,Ontario,London,42.984924,-81.245277,M5B 3E4,College,0.0,Single,Star,2015-10-14,2021-12-31,4017.06,Standard,Zero Income,2270,Active
12649,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,College,0.0,Single,Star,2017-10-10,2021-12-31,4022.96,Standard,Zero Income,1543,Active
12650,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,College,0.0,Married,Star,2020-05-12,2021-12-31,4025.1,Standard,Zero Income,598,Active
12651,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,Bachelor,27782.0,Married,Star,2017-05-21,2021-12-31,4027.7,Standard,Non-Zero Income,1685,Active
12653,Ontario,London,42.984924,-81.245277,M5B 3E4,College,0.0,Single,Star,2021-02-04,2021-12-31,4034.93,2021 Promotion,Zero Income,330,Active
12654,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Bachelor,55407.0,Married,Star,2018-06-06,2021-12-31,4035.01,Standard,Non-Zero Income,1304,Active
12655,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,College,0.0,Married,Star,2020-10-21,2021-12-31,4035.77,Standard,Zero Income,436,Active
12656,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,High School or Below,21586.0,Married,Star,2015-05-14,2021-12-31,4037.55,Standard,Non-Zero Income,2423,Active
12657,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,College,0.0,Married,Star,2016-10-12,2018-06-14,4038.86,Standard,Zero Income,610,Inactive
12658,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,Bachelor,34911.0,Divorced,Star,2019-01-27,2019-09-27,4039.32,Standard,Non-Zero Income,243,Inactive
12659,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,Bachelor,62864.0,Single,Star,2018-09-15,2021-12-31,4049.42,Standard,Non-Zero Income,1203,Active
12660,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,Bachelor,88454.0,Divorced,Star,2021-06-19,2021-12-31,4050.51,Standard,Non-Zero Income,195,Active
12661,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,College,0.0,Single,Star,2020-04-08,2021-12-31,4058.67,Standard,Zero Income,632,Active
12662,Alberta,Banff,51.178398,-115.5708,T4V 1D4,Doctor,11621.0,Divorced,Star,2021-04-15,2021-12-31,4059.57,2021 Promotion,Non-Zero Income,260,Active
12663,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,College,0.0,Married,Star,2018-03-01,2021-12-31,4060.96,Standard,Zero Income,1401,Active
12664,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Bachelor,70129.0,Married,Star,2020-03-23,2021-12-31,4061.59,Standard,Non-Zero Income,648,Active
12665,Ontario,London,42.984924,-81.245277,M5B 3E4,Bachelor,30061.0,Single,Star,2021-04-13,2021-12-31,4062.0,2021 Promotion,Non-Zero Income,262,Active
12666,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,Bachelor,46928.0,Married,Star,2016-07-07,2021-12-31,4063.33,Standard,Non-Zero Income,2003,Active
12667,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,26599.0,Married,Star,2021-03-02,2021-12-31,4064.18,2021 Promotion,Non-Zero Income,304,Active
12668,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,Bachelor,28466.0,Married,Star,2021-05-07,2021-12-31,4067.0,Standard,Non-Zero Income,238,Active
12669,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,College,0.0,Single,Star,2016-06-29,2021-12-31,4069.78,Standard,Zero Income,2011,Active
12670,Alberta,Banff,51.178398,-115.5708,T4V 1D4,Bachelor,29549.0,Divorced,Star,2016-12-27,2021-12-31,4076.63,Standard,Non-Zero Income,1830,Active
12671,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,College,0.0,Single,Star,2021-05-21,2021-12-31,4078.02,Standard,Zero Income,224,Active
12672,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,Bachelor,57283.0,Single,Star,2020-09-14,2021-12-31,4080.82,Standard,Non-Zero Income,473,Active
12673,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Bachelor,57506.0,Married,Star,2020-03-07,2021-12-31,4082.17,Standard,Non-Zero Income,664,Active
12674,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,High School or Below,23206.0,Married,Star,2015-07-03,2021-12-31,4082.7,2021 Promotion,Non-Zero Income,2373,Active
12675,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,High School or Below,23206.0,Married,Star,2017-04-30,2021-12-31,4082.7,Standard,Non-Zero Income,1706,Active
12676,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,24123.0,Married,Star,2018-11-15,2021-12-31,4087.51,Standard,Non-Zero Income,1142,Active
12677,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Bachelor,43177.0,Married,Star,2020-03-05,2021-12-31,4089.04,Standard,Non-Zero Income,666,Active
12678,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Bachelor,28506.0,Married,Star,2019-02-15,2021-12-31,4089.43,Standard,Non-Zero Income,1050,Active
12679,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Bachelor,28506.0,Married,Star,2020-09-03,2021-12-31,4089.43,Standard,Non-Zero Income,484,Active
12680,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Bachelor,60759.0,Single,Star,2017-09-28,2021-12-31,4089.46,Standard,Non-Zero Income,1555,Active
12681,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Bachelor,38692.0,Married,Star,2018-02-12,2018-10-12,4091.93,Standard,Non-Zero Income,242,Inactive
12682,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Bachelor,32180.0,Married,Star,2021-11-22,2021-12-31,4095.2,Standard,Non-Zero Income,39,Active
12683,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,High School or Below,18606.0,Married,Star,2017-12-17,2018-08-17,4099.66,Standard,Non-Zero Income,243,Inactive
12684,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,High School or Below,18606.0,Married,Star,2017-05-29,2021-12-31,4099.66,Standard,Non-Zero Income,1677,Active
12685,Prince Edward Island,Charlottetown,46.238239,-63.131069,C1A 6E8,Bachelor,51193.0,Married,Star,2016-10-04,2021-12-31,4100.47,Standard,Non-Zero Income,1914,Active
12686,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,College,0.0,Single,Star,2018-05-23,2021-12-31,4101.94,Standard,Zero Income,1318,Active
12687,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,College,0.0,Married,Star,2015-06-21,2021-12-31,4102.2,Standard,Zero Income,2385,Active
12688,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,College,0.0,Single,Star,2016-03-17,2021-12-31,4108.26,Standard,Zero Income,2115,Active
12689,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,College,0.0,Single,Star,2015-04-24,2021-12-31,4112.63,Standard,Zero Income,2443,Active
12690,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,Bachelor,86101.0,Married,Star,2020-05-07,2021-12-31,4117.47,Standard,Non-Zero Income,603,Active
12692,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,Bachelor,69379.0,Single,Star,2018-09-15,2021-01-22,4118.59,Standard,Non-Zero Income,860,Inactive
12693,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Bachelor,69379.0,Single,Star,2021-03-14,2021-12-31,4118.59,2021 Promotion,Non-Zero Income,292,Active
12694,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,Bachelor,69379.0,Single,Star,2017-06-09,2021-12-31,4118.59,Standard,Non-Zero Income,1666,Active
12695,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,Bachelor,69379.0,Single,Star,2021-03-01,2021-12-31,4118.59,2021 Promotion,Non-Zero Income,305,Active
12697,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,Bachelor,75272.0,Married,Star,2021-05-26,2019-01-26,4122.57,Standard,Non-Zero Income,-851,Inactive
12698,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,High School or Below,24732.0,Married,Star,2016-11-04,2021-12-31,4122.96,Standard,Non-Zero Income,1883,Active
12699,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,34080.0,Married,Star,2020-07-03,2021-03-03,4126.61,Standard,Non-Zero Income,243,Inactive
12700,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,College,0.0,Single,Star,2017-06-13,2021-12-31,4127.5,Standard,Zero Income,1662,Active
12701,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Bachelor,32114.0,Married,Star,2016-04-28,2021-12-31,4128.09,Standard,Non-Zero Income,2073,Active
12702,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,Bachelor,95891.0,Married,Star,2017-01-09,2021-12-31,4128.39,Standard,Non-Zero Income,1817,Active
12703,Ontario,Toronto,43.653225,-79.383186,M2P 4F6,Master,28321.0,Single,Star,2017-11-15,2021-12-31,4130.63,Standard,Non-Zero Income,1507,Active
12704,Ontario,Toronto,43.653225,-79.383186,M2P 4F6,College,0.0,Married,Star,2015-12-18,2021-12-31,4135.78,Standard,Zero Income,2205,Active
12705,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,College,0.0,Married,Star,2016-03-18,2021-12-31,4135.78,Standard,Zero Income,2114,Active
12706,Prince Edward Island,Charlottetown,46.238239,-63.131069,C1A 6E8,Bachelor,45281.0,Married,Star,2018-11-01,2021-12-31,4139.53,Standard,Non-Zero Income,1156,Active
12707,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Bachelor,45281.0,Married,Star,2021-11-01,2021-12-31,4139.53,Standard,Non-Zero Income,60,Active
12708,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Bachelor,35945.0,Divorced,Star,2015-07-20,2021-12-31,4139.9,Standard,Non-Zero Income,2356,Active
12709,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Bachelor,48263.0,Married,Star,2016-12-01,2021-12-31,4142.56,Standard,Non-Zero Income,1856,Active
12710,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Bachelor,64478.0,Married,Star,2016-11-13,2021-12-31,4144.87,Standard,Non-Zero Income,1874,Active
12711,Ontario,Toronto,43.653225,-79.383186,M2P 4F6,Doctor,25943.0,Married,Star,2017-06-04,2021-12-31,4145.71,Standard,Non-Zero Income,1671,Active
12712,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Doctor,25943.0,Married,Star,2020-03-15,2021-12-31,4145.71,Standard,Non-Zero Income,656,Active
12713,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,Bachelor,61896.0,Married,Star,2020-04-05,2021-12-31,4148.57,Standard,Non-Zero Income,635,Active
12714,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,Bachelor,53787.0,Married,Star,2016-02-26,2021-12-31,4150.84,Standard,Non-Zero Income,2135,Active
12715,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,Bachelor,53787.0,Married,Star,2020-05-03,2021-12-31,4150.84,Standard,Non-Zero Income,607,Active
12716,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,College,0.0,Single,Star,2021-08-09,2019-04-09,4151.55,Standard,Zero Income,-853,Inactive
12717,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,College,0.0,Single,Star,2019-11-16,2021-12-31,4151.67,Standard,Zero Income,776,Active
12718,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,College,0.0,Single,Star,2020-08-14,2021-04-14,4151.67,Standard,Zero Income,243,Inactive
12719,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,College,0.0,Single,Star,2020-10-20,2021-12-31,4152.65,Standard,Zero Income,437,Active
12720,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,College,0.0,Married,Star,2021-12-24,2021-12-31,4157.7,Standard,Zero Income,7,Active
12721,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,College,0.0,Single,Star,2019-09-29,2021-12-31,4159.59,Standard,Zero Income,824,Active
12722,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Bachelor,96263.0,Married,Star,2017-09-07,2021-12-31,4160.02,Standard,Non-Zero Income,1576,Active
12723,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,College,0.0,Single,Star,2020-09-12,2021-12-31,4160.16,Standard,Zero Income,475,Active
12724,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,College,0.0,Single,Star,2021-05-13,2021-12-31,4162.18,Standard,Zero Income,232,Active
12725,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,College,0.0,Single,Star,2019-11-23,2020-07-23,4162.18,Standard,Zero Income,243,Inactive
12726,Ontario,London,42.984924,-81.245277,M5B 3E4,Bachelor,43276.0,Married,Star,2016-07-25,2018-10-17,4163.04,Standard,Non-Zero Income,814,Inactive
12727,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Bachelor,58299.0,Married,Star,2019-06-25,2021-12-31,4165.25,Standard,Non-Zero Income,920,Active
12728,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,High School or Below,17161.0,Married,Star,2015-07-28,2021-12-31,4165.35,Standard,Non-Zero Income,2348,Active
12729,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,College,0.0,Divorced,Star,2017-11-18,2021-12-31,4165.4,Standard,Zero Income,1504,Active
12730,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,College,0.0,Divorced,Star,2018-09-03,2021-12-31,4165.4,Standard,Zero Income,1215,Active
12731,Ontario,London,42.984924,-81.245277,M5B 3E4,College,0.0,Single,Star,2021-02-19,2021-12-31,4167.99,2021 Promotion,Zero Income,315,Active
12732,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Bachelor,90310.0,Married,Star,2019-08-22,2021-12-31,4170.34,Standard,Non-Zero Income,862,Active
12733,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,Bachelor,42837.0,Married,Star,2019-11-07,2021-12-31,4170.57,Standard,Non-Zero Income,785,Active
12734,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,Bachelor,29462.0,Single,Star,2018-06-03,2021-12-31,4170.69,Standard,Non-Zero Income,1307,Active
12735,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,Bachelor,29462.0,Single,Star,2020-04-02,2021-12-31,4170.69,Standard,Non-Zero Income,638,Active
12736,Alberta,Peace River,56.23418,-117.28938,T9O 2W2,Bachelor,29462.0,Single,Star,2020-01-13,2021-12-31,4170.69,Standard,Non-Zero Income,718,Active
12737,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,College,0.0,Single,Star,2020-04-27,2021-12-31,4173.14,Standard,Zero Income,613,Active
12738,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Bachelor,23060.0,Married,Star,2020-02-25,2021-12-31,4175.95,Standard,Non-Zero Income,675,Active
12739,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,College,0.0,Married,Star,2018-01-20,2021-02-14,4177.7,Standard,Zero Income,1121,Inactive
12740,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,High School or Below,14108.0,Married,Star,2021-11-04,2021-12-31,4177.88,Standard,Non-Zero Income,57,Active
12741,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Bachelor,62113.0,Married,Star,2019-09-20,2021-12-31,4178.59,Standard,Non-Zero Income,833,Active
12742,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Bachelor,62113.0,Married,Star,2017-05-12,2021-12-31,4178.59,Standard,Non-Zero Income,1694,Active
12743,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Bachelor,60010.0,Married,Star,2020-03-24,2021-12-31,4179.49,Standard,Non-Zero Income,647,Active
12744,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,Bachelor,60010.0,Married,Star,2015-06-29,2021-12-31,4179.49,Standard,Non-Zero Income,2377,Active
12745,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,College,0.0,Single,Star,2021-01-05,2021-12-31,4185.76,Standard,Zero Income,360,Active
12746,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Bachelor,52471.0,Married,Star,2018-09-19,2021-12-31,4187.78,Standard,Non-Zero Income,1199,Active
12747,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,College,0.0,Single,Star,2019-11-07,2020-07-07,4191.06,Standard,Zero Income,243,Inactive
12748,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Bachelor,77048.0,Married,Star,2018-06-26,2019-02-26,4191.97,Standard,Non-Zero Income,245,Inactive
12749,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,25581.0,Married,Star,2018-07-08,2021-12-31,4194.66,Standard,Non-Zero Income,1272,Active
12750,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,College,0.0,Single,Star,2019-08-30,2021-12-31,4196.69,Standard,Zero Income,854,Active
12751,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,College,0.0,Single,Star,2019-07-02,2021-12-31,4196.69,Standard,Zero Income,913,Active
12752,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Bachelor,51510.0,Divorced,Star,2019-09-09,2021-12-31,4200.37,Standard,Non-Zero Income,844,Active
12753,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Master,20263.0,Single,Star,2016-09-20,2021-12-31,4200.82,Standard,Non-Zero Income,1928,Active
12754,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Master,20263.0,Single,Star,2017-03-25,2021-12-31,4200.82,Standard,Non-Zero Income,1742,Active
12755,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Bachelor,74057.0,Married,Star,2016-07-04,2021-12-31,4202.66,Standard,Non-Zero Income,2006,Active
12756,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,High School or Below,26435.0,Married,Star,2018-07-17,2021-12-31,4209.28,Standard,Non-Zero Income,1263,Active
12757,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,High School or Below,26435.0,Married,Star,2016-06-15,2021-12-31,4209.28,Standard,Non-Zero Income,2025,Active
12758,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,Bachelor,57933.0,Married,Star,2021-04-27,2021-12-31,4209.68,2021 Promotion,Non-Zero Income,248,Active
12759,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Bachelor,21885.0,Single,Star,2020-10-04,2021-12-31,4210.1,Standard,Non-Zero Income,453,Active
12760,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,College,0.0,Single,Star,2016-02-23,2021-12-31,4216.2,Standard,Zero Income,2138,Active
12761,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Bachelor,32471.0,Single,Star,2019-06-16,2021-12-31,4220.61,Standard,Non-Zero Income,929,Active
12762,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,College,0.0,Single,Star,2016-12-24,2021-12-31,4221.31,Standard,Zero Income,1833,Active
12763,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Bachelor,74585.0,Married,Star,2016-10-17,2021-12-31,4222.63,Standard,Non-Zero Income,1901,Active
12764,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,College,0.0,Single,Star,2021-08-31,2021-12-31,4222.98,Standard,Zero Income,122,Active
